,info-grid-sortie,info-grid-sortie,info-grid-sortie,info-grid-sortie,info-grid-sortie,info-grid-sortie,info-grid-meteo,info-grid-meteo,info-grid-meteo,info-grid-meteo,info-grid-meteo,info-grid-meteo
,Nx,Ny,xmin,ymin,xmax,ymax,Nx,Ny,xmin,ymin,xmax,ymax
Azalee,142,88,150704,171633,152114,172503,32,26,149859,170818,152959,173318
Azalee_big,242,188,150204,171133,152614,173003,32,26,149859,170818,152959,173318
